,participant,other_participant,round_nb,all_cond,manip,trial_cond,other_player_str,participant_str
0,1,2,1,EC_dom,dominant,EC,2,1
1,5,6,1,EC_sub,submissive,EC,6,5
0,6,5,1,EC_dom,dominant,EC,5,6
1,2,1,1,EC_sub,submissive,EC,1,2
0,4,3,1,EC_dom,dominant,EC,3,4
1,3,4,1,EC_sub,submissive,EC,4,3
0,3,6,2,EC_dom,dominant,EC,6,3
1,2,4,2,EC_sub,submissive,EC,4,2
1,6,3,2,EC_sub,submissive,EC,3,6
1,5,1,2,EC_sub,submissive,EC,1,5
0,1,5,2,EC_dom,dominant,EC,5,1
0,4,2,2,EC_dom,dominant,EC,2,4
0,1,6,3,HNC_sub,submissive,HNC,6,1
1,5,4,3,HNC_dom,dominant,HNC,4,5
0,4,5,3,HNC_sub,submissive,HNC,5,4
1,2,3,3,HNC_dom,dominant,HNC,3,2
0,3,2,3,HNC_sub,submissive,HNC,2,3
1,6,1,3,HNC_dom,dominant,HNC,1,6
1,6,3,4,ENC_dom,dominant,ENC,3,6
0,1,5,4,ENC_sub,submissive,ENC,5,1
1,2,4,4,ENC_dom,dominant,ENC,4,2
0,4,2,4,ENC_sub,submissive,ENC,2,4
1,5,1,4,ENC_dom,dominant,ENC,1,5
0,3,6,4,ENC_sub,submissive,ENC,6,3
0,1,3,5,EC_sub,submissive,EC,3,1
0,5,2,5,EC_sub,submissive,EC,2,5
1,2,5,5,EC_dom,dominant,EC,5,2
0,4,6,5,EC_sub,submissive,EC,6,4
1,6,4,5,EC_dom,dominant,EC,4,6
1,3,1,5,EC_dom,dominant,EC,1,3
0,4,3,6,ENC_sub,submissive,ENC,3,4
1,2,1,6,ENC_dom,dominant,ENC,1,2
0,1,2,6,ENC_sub,submissive,ENC,2,1
1,5,6,6,ENC_dom,dominant,ENC,6,5
0,6,5,6,ENC_sub,submissive,ENC,5,6
1,3,4,6,ENC_dom,dominant,ENC,4,3
1,3,5,7,EC_dom,dominant,EC,5,3
1,2,6,7,EC_dom,dominant,EC,6,2
0,6,2,7,EC_sub,submissive,EC,2,6
1,4,1,7,EC_dom,dominant,EC,1,4
0,1,4,7,EC_sub,submissive,EC,4,1
0,5,3,7,EC_sub,submissive,EC,3,5
1,5,1,8,EC_dom,dominant,EC,1,5
0,4,2,8,EC_sub,submissive,EC,2,4
1,2,4,8,EC_dom,dominant,EC,4,2
0,3,6,8,EC_sub,submissive,EC,6,3
1,6,3,8,EC_dom,dominant,EC,3,6
0,1,5,8,EC_sub,submissive,EC,5,1
0,1,2,9,HNC_sub,submissive,HNC,2,1
1,5,6,9,HNC_dom,dominant,HNC,6,5
0,6,5,9,HNC_sub,submissive,HNC,5,6
1,3,4,9,HNC_dom,dominant,HNC,4,3
0,4,3,9,HNC_sub,submissive,HNC,3,4
1,2,1,9,HNC_dom,dominant,HNC,1,2
0,1,2,10,EC_sub,submissive,EC,2,1
1,2,1,10,EC_dom,dominant,EC,1,2
0,4,3,10,EC_sub,submissive,EC,3,4
0,6,5,10,EC_sub,submissive,EC,5,6
1,5,6,10,EC_dom,dominant,EC,6,5
1,3,4,10,EC_dom,dominant,EC,4,3
1,2,5,11,ENC_sub,submissive,ENC,5,2
0,5,2,11,ENC_dom,dominant,ENC,2,5
1,3,1,11,ENC_sub,submissive,ENC,1,3
0,1,3,11,ENC_dom,dominant,ENC,3,1
0,4,6,11,ENC_dom,dominant,ENC,6,4
1,6,4,11,ENC_sub,submissive,ENC,4,6
1,5,4,12,HNC_sub,submissive,HNC,4,5
0,1,6,12,HNC_dom,dominant,HNC,6,1
0,4,5,12,HNC_dom,dominant,HNC,5,4
1,2,3,12,HNC_sub,submissive,HNC,3,2
0,3,2,12,HNC_dom,dominant,HNC,2,3
1,6,1,12,HNC_sub,submissive,HNC,1,6
0,6,2,13,HNC_sub,submissive,HNC,2,6
0,5,3,13,HNC_sub,submissive,HNC,3,5
1,3,5,13,HNC_dom,dominant,HNC,5,3
1,4,1,13,HNC_dom,dominant,HNC,1,4
0,1,4,13,HNC_sub,submissive,HNC,4,1
1,2,6,13,HNC_dom,dominant,HNC,6,2
0,4,2,14,HNC_dom,dominant,HNC,2,4
1,5,1,14,HNC_sub,submissive,HNC,1,5
0,1,5,14,HNC_dom,dominant,HNC,5,1
1,6,3,14,HNC_sub,submissive,HNC,3,6
0,3,6,14,HNC_dom,dominant,HNC,6,3
1,2,4,14,HNC_sub,submissive,HNC,4,2
1,2,6,15,HNC_sub,submissive,HNC,6,2
0,6,2,15,HNC_dom,dominant,HNC,2,6
1,4,1,15,HNC_sub,submissive,HNC,1,4
0,1,4,15,HNC_dom,dominant,HNC,4,1
1,3,5,15,HNC_sub,submissive,HNC,5,3
0,5,3,15,HNC_dom,dominant,HNC,3,5
0,1,6,16,EC_sub,submissive,EC,6,1
0,3,5,16,EC_sub,submissive,EC,5,3
1,5,3,16,EC_dom,dominant,EC,3,5
0,4,2,16,EC_sub,submissive,EC,2,4
1,2,4,16,EC_dom,dominant,EC,4,2
1,6,1,16,EC_dom,dominant,EC,1,6
0,1,2,17,EC_dom,dominant,EC,2,1
1,2,1,17,EC_sub,submissive,EC,1,2
0,3,5,17,EC_dom,dominant,EC,5,3
1,5,3,17,EC_sub,submissive,EC,3,5
1,6,4,17,EC_sub,submissive,EC,4,6
0,4,6,17,EC_dom,dominant,EC,6,4
0,4,6,18,HNC_sub,submissive,HNC,6,4
1,2,5,18,HNC_dom,dominant,HNC,5,2
0,5,2,18,HNC_sub,submissive,HNC,2,5
1,3,1,18,HNC_dom,dominant,HNC,1,3
0,1,3,18,HNC_sub,submissive,HNC,3,1
1,6,4,18,HNC_dom,dominant,HNC,4,6
1,5,6,19,ENC_sub,submissive,ENC,6,5
0,6,5,19,ENC_dom,dominant,ENC,5,6
1,3,4,19,ENC_sub,submissive,ENC,4,3
0,4,3,19,ENC_dom,dominant,ENC,3,4
1,2,1,19,ENC_sub,submissive,ENC,1,2
0,1,2,19,ENC_dom,dominant,ENC,2,1
0,1,6,20,EC_dom,dominant,EC,6,1
1,6,1,20,EC_sub,submissive,EC,1,6
0,3,2,20,EC_dom,dominant,EC,2,3
1,5,4,20,EC_sub,submissive,EC,4,5
0,4,5,20,EC_dom,dominant,EC,5,4
1,2,3,20,EC_sub,submissive,EC,3,2
0,1,2,21,EC_dom,dominant,EC,2,1
1,2,1,21,EC_sub,submissive,EC,1,2
0,3,6,21,EC_dom,dominant,EC,6,3
1,6,3,21,EC_sub,submissive,EC,3,6
0,4,5,21,EC_dom,dominant,EC,5,4
1,5,4,21,EC_sub,submissive,EC,4,5
0,1,6,22,EC_sub,submissive,EC,6,1
0,3,2,22,EC_sub,submissive,EC,2,3
1,6,1,22,EC_dom,dominant,EC,1,6
0,4,5,22,EC_sub,submissive,EC,5,4
1,5,4,22,EC_dom,dominant,EC,4,5
1,2,3,22,EC_dom,dominant,EC,3,2
