,participant,other_participant,round_nb,all_cond,manip,trial_cond,other_player_str,participant_str
1,5,4,1,EC_sub,submissive,EC,4,5
0,4,5,1,EC_dom,dominant,EC,5,4
1,2,3,1,EC_sub,submissive,EC,3,2
0,3,2,1,EC_dom,dominant,EC,2,3
1,6,1,1,EC_sub,submissive,EC,1,6
0,1,6,1,EC_dom,dominant,EC,6,1
1,2,4,2,EC_sub,submissive,EC,4,2
0,1,5,2,EC_dom,dominant,EC,5,1
1,6,3,2,EC_sub,submissive,EC,3,6
0,3,6,2,EC_dom,dominant,EC,6,3
1,5,1,2,EC_sub,submissive,EC,1,5
0,4,2,2,EC_dom,dominant,EC,2,4
1,2,3,3,EC_dom,dominant,EC,3,2
0,4,5,3,EC_sub,submissive,EC,5,4
1,5,4,3,EC_dom,dominant,EC,4,5
0,3,2,3,EC_sub,submissive,EC,2,3
0,1,6,3,EC_sub,submissive,EC,6,1
1,6,1,3,EC_dom,dominant,EC,1,6
0,1,3,4,HNC_sub,submissive,HNC,3,1
1,3,1,4,HNC_dom,dominant,HNC,1,3
0,5,2,4,HNC_sub,submissive,HNC,2,5
1,2,5,4,HNC_dom,dominant,HNC,5,2
0,4,6,4,HNC_sub,submissive,HNC,6,4
1,6,4,4,HNC_dom,dominant,HNC,4,6
0,1,5,5,HNC_dom,dominant,HNC,5,1
1,5,1,5,HNC_sub,submissive,HNC,1,5
0,4,2,5,HNC_dom,dominant,HNC,2,4
1,2,4,5,HNC_sub,submissive,HNC,4,2
1,6,3,5,HNC_sub,submissive,HNC,3,6
0,3,6,5,HNC_dom,dominant,HNC,6,3
1,2,4,6,EC_dom,dominant,EC,4,2
0,1,6,6,EC_sub,submissive,EC,6,1
1,6,1,6,EC_dom,dominant,EC,1,6
0,3,5,6,EC_sub,submissive,EC,5,3
1,5,3,6,EC_dom,dominant,EC,3,5
0,4,2,6,EC_sub,submissive,EC,2,4
1,3,5,7,HNC_sub,submissive,HNC,5,3
0,5,3,7,HNC_dom,dominant,HNC,3,5
1,2,6,7,HNC_sub,submissive,HNC,6,2
0,6,2,7,HNC_dom,dominant,HNC,2,6
1,4,1,7,HNC_sub,submissive,HNC,1,4
0,1,4,7,HNC_dom,dominant,HNC,4,1
1,5,6,8,EC_dom,dominant,EC,6,5
0,1,2,8,EC_sub,submissive,EC,2,1
1,2,1,8,EC_dom,dominant,EC,1,2
0,4,3,8,EC_sub,submissive,EC,3,4
1,3,4,8,EC_dom,dominant,EC,4,3
0,6,5,8,EC_sub,submissive,EC,5,6
0,1,6,9,EC_dom,dominant,EC,6,1
1,6,1,9,EC_sub,submissive,EC,1,6
0,3,2,9,EC_dom,dominant,EC,2,3
1,2,3,9,EC_sub,submissive,EC,3,2
0,4,5,9,EC_dom,dominant,EC,5,4
1,5,4,9,EC_sub,submissive,EC,4,5
0,1,2,10,ENC_dom,dominant,ENC,2,1
1,2,1,10,ENC_sub,submissive,ENC,1,2
0,4,3,10,ENC_dom,dominant,ENC,3,4
1,3,4,10,ENC_sub,submissive,ENC,4,3
0,6,5,10,ENC_dom,dominant,ENC,5,6
1,5,6,10,ENC_sub,submissive,ENC,6,5
0,1,4,11,ENC_sub,submissive,ENC,4,1
0,6,2,11,ENC_sub,submissive,ENC,2,6
1,2,6,11,ENC_dom,dominant,ENC,6,2
0,5,3,11,ENC_sub,submissive,ENC,3,5
1,3,5,11,ENC_dom,dominant,ENC,5,3
1,4,1,11,ENC_dom,dominant,ENC,1,4
1,3,1,12,EC_sub,submissive,EC,1,3
0,5,2,12,EC_dom,dominant,EC,2,5
1,2,5,12,EC_sub,submissive,EC,5,2
0,1,3,12,EC_dom,dominant,EC,3,1
1,6,4,12,EC_sub,submissive,EC,4,6
0,4,6,12,EC_dom,dominant,EC,6,4
1,6,3,13,EC_dom,dominant,EC,3,6
0,3,6,13,EC_sub,submissive,EC,6,3
1,2,4,13,EC_dom,dominant,EC,4,2
0,4,2,13,EC_sub,submissive,EC,2,4
1,5,1,13,EC_dom,dominant,EC,1,5
0,1,5,13,EC_sub,submissive,EC,5,1
0,1,4,14,EC_dom,dominant,EC,4,1
1,4,1,14,EC_sub,submissive,EC,1,4
1,3,5,14,EC_sub,submissive,EC,5,3
0,5,3,14,EC_dom,dominant,EC,3,5
1,2,6,14,EC_sub,submissive,EC,6,2
0,6,2,14,EC_dom,dominant,EC,2,6
0,4,6,15,EC_sub,submissive,EC,6,4
1,3,1,15,EC_dom,dominant,EC,1,3
0,5,2,15,EC_sub,submissive,EC,2,5
1,6,4,15,EC_dom,dominant,EC,4,6
0,1,3,15,EC_sub,submissive,EC,3,1
1,2,5,15,EC_dom,dominant,EC,5,2
0,1,6,16,HNC_dom,dominant,HNC,6,1
1,6,1,16,HNC_sub,submissive,HNC,1,6
0,3,2,16,HNC_dom,dominant,HNC,2,3
1,2,3,16,HNC_sub,submissive,HNC,3,2
0,4,5,16,HNC_dom,dominant,HNC,5,4
1,5,4,16,HNC_sub,submissive,HNC,4,5
1,3,4,17,HNC_dom,dominant,HNC,4,3
0,1,2,17,HNC_sub,submissive,HNC,2,1
1,2,1,17,HNC_dom,dominant,HNC,1,2
0,4,3,17,HNC_sub,submissive,HNC,3,4
0,6,5,17,HNC_sub,submissive,HNC,5,6
1,5,6,17,HNC_dom,dominant,HNC,6,5
1,2,4,18,ENC_dom,dominant,ENC,4,2
0,3,6,18,ENC_sub,submissive,ENC,6,3
0,4,2,18,ENC_sub,submissive,ENC,2,4
1,5,1,18,ENC_dom,dominant,ENC,1,5
1,6,3,18,ENC_dom,dominant,ENC,3,6
0,1,5,18,ENC_sub,submissive,ENC,5,1
0,1,6,19,EC_sub,submissive,EC,6,1
1,2,3,19,EC_dom,dominant,EC,3,2
0,3,2,19,EC_sub,submissive,EC,2,3
0,4,5,19,EC_sub,submissive,EC,5,4
1,5,4,19,EC_dom,dominant,EC,4,5
1,6,1,19,EC_dom,dominant,EC,1,6
1,3,5,20,HNC_dom,dominant,HNC,5,3
0,5,3,20,HNC_sub,submissive,HNC,3,5
1,2,6,20,HNC_dom,dominant,HNC,6,2
0,1,4,20,HNC_sub,submissive,HNC,4,1
