,participant,other_participant,round_nb,all_cond,manip,trial_cond,other_player_str,participant_str
0,6,2,1,ENC_sub,submissive,ENC,2,6
1,3,5,1,ENC_dom,dominant,ENC,5,3
0,1,4,1,ENC_sub,submissive,ENC,4,1
0,5,3,1,ENC_sub,submissive,ENC,3,5
1,2,6,1,ENC_dom,dominant,ENC,6,2
1,4,1,1,ENC_dom,dominant,ENC,1,4
0,3,6,2,EC_sub,submissive,EC,6,3
1,6,3,2,EC_dom,dominant,EC,3,6
0,4,5,2,EC_sub,submissive,EC,5,4
0,1,2,2,EC_sub,submissive,EC,2,1
1,5,4,2,EC_dom,dominant,EC,4,5
1,2,1,2,EC_dom,dominant,EC,1,2
0,5,2,3,EC_dom,dominant,EC,2,5
0,1,3,3,EC_dom,dominant,EC,3,1
0,4,6,3,EC_dom,dominant,EC,6,4
1,2,5,3,EC_sub,submissive,EC,5,2
1,6,4,3,EC_sub,submissive,EC,4,6
1,3,1,3,EC_sub,submissive,EC,1,3
1,5,6,4,ENC_dom,dominant,ENC,6,5
0,1,2,4,ENC_sub,submissive,ENC,2,1
1,2,1,4,ENC_dom,dominant,ENC,1,2
0,4,3,4,ENC_sub,submissive,ENC,3,4
1,3,4,4,ENC_dom,dominant,ENC,4,3
0,6,5,4,ENC_sub,submissive,ENC,5,6
1,6,4,5,HNC_sub,submissive,HNC,4,6
0,1,3,5,HNC_dom,dominant,HNC,3,1
1,3,1,5,HNC_sub,submissive,HNC,1,3
0,5,2,5,HNC_dom,dominant,HNC,2,5
1,2,5,5,HNC_sub,submissive,HNC,5,2
0,4,6,5,HNC_dom,dominant,HNC,6,4
1,6,1,6,HNC_dom,dominant,HNC,1,6
1,5,4,6,HNC_dom,dominant,HNC,4,5
0,4,5,6,HNC_sub,submissive,HNC,5,4
1,2,3,6,HNC_dom,dominant,HNC,3,2
0,1,6,6,HNC_sub,submissive,HNC,6,1
0,3,2,6,HNC_sub,submissive,HNC,2,3
1,3,5,7,HNC_dom,dominant,HNC,5,3
0,5,3,7,HNC_sub,submissive,HNC,3,5
1,2,6,7,HNC_dom,dominant,HNC,6,2
0,6,2,7,HNC_sub,submissive,HNC,2,6
0,1,4,7,HNC_sub,submissive,HNC,4,1
1,4,1,7,HNC_dom,dominant,HNC,1,4
1,2,4,8,EC_dom,dominant,EC,4,2
1,5,3,8,EC_dom,dominant,EC,3,5
0,3,5,8,EC_sub,submissive,EC,5,3
1,6,1,8,EC_dom,dominant,EC,1,6
0,1,6,8,EC_sub,submissive,EC,6,1
0,4,2,8,EC_sub,submissive,EC,2,4
0,1,2,9,EC_sub,submissive,EC,2,1
1,2,1,9,EC_dom,dominant,EC,1,2
0,4,3,9,EC_sub,submissive,EC,3,4
1,3,4,9,EC_dom,dominant,EC,4,3
0,6,5,9,EC_sub,submissive,EC,5,6
1,5,6,9,EC_dom,dominant,EC,6,5
0,5,2,10,EC_sub,submissive,EC,2,5
0,1,3,10,EC_sub,submissive,EC,3,1
1,3,1,10,EC_dom,dominant,EC,1,3
1,2,5,10,EC_dom,dominant,EC,5,2
0,4,6,10,EC_sub,submissive,EC,6,4
1,6,4,10,EC_dom,dominant,EC,4,6
1,5,1,11,ENC_sub,submissive,ENC,1,5
1,6,3,11,ENC_sub,submissive,ENC,3,6
0,3,6,11,ENC_dom,dominant,ENC,6,3
1,2,4,11,ENC_sub,submissive,ENC,4,2
0,4,2,11,ENC_dom,dominant,ENC,2,4
0,1,5,11,ENC_dom,dominant,ENC,5,1
1,6,1,12,EC_dom,dominant,EC,1,6
0,3,2,12,EC_sub,submissive,EC,2,3
1,2,3,12,EC_dom,dominant,EC,3,2
0,4,5,12,EC_sub,submissive,EC,5,4
1,5,4,12,EC_dom,dominant,EC,4,5
0,1,6,12,EC_sub,submissive,EC,6,1
0,1,2,13,HNC_dom,dominant,HNC,2,1
1,2,1,13,HNC_sub,submissive,HNC,1,2
0,4,3,13,HNC_dom,dominant,HNC,3,4
1,3,4,13,HNC_sub,submissive,HNC,4,3
0,6,5,13,HNC_dom,dominant,HNC,5,6
1,5,6,13,HNC_sub,submissive,HNC,6,5
0,3,6,14,ENC_sub,submissive,ENC,6,3
1,2,4,14,ENC_dom,dominant,ENC,4,2
1,6,3,14,ENC_dom,dominant,ENC,3,6
1,5,1,14,ENC_dom,dominant,ENC,1,5
0,1,5,14,ENC_sub,submissive,ENC,5,1
0,4,2,14,ENC_sub,submissive,ENC,2,4
0,3,2,15,ENC_dom,dominant,ENC,2,3
1,2,3,15,ENC_sub,submissive,ENC,3,2
0,4,5,15,ENC_dom,dominant,ENC,5,4
0,1,6,15,ENC_dom,dominant,ENC,6,1
1,5,4,15,ENC_sub,submissive,ENC,4,5
1,6,1,15,ENC_sub,submissive,ENC,1,6
1,5,6,16,ENC_sub,submissive,ENC,6,5
0,6,5,16,ENC_dom,dominant,ENC,5,6
0,1,2,16,ENC_dom,dominant,ENC,2,1
1,2,1,16,ENC_sub,submissive,ENC,1,2
0,4,3,16,ENC_dom,dominant,ENC,3,4
1,3,4,16,ENC_sub,submissive,ENC,4,3
1,5,1,17,EC_sub,submissive,EC,1,5
0,4,2,17,EC_dom,dominant,EC,2,4
1,2,4,17,EC_sub,submissive,EC,4,2
0,3,6,17,EC_dom,dominant,EC,6,3
1,6,3,17,EC_sub,submissive,EC,3,6
0,1,5,17,EC_dom,dominant,EC,5,1
1,5,6,18,EC_sub,submissive,EC,6,5
0,6,5,18,EC_dom,dominant,EC,5,6
1,3,4,18,EC_sub,submissive,EC,4,3
0,4,3,18,EC_dom,dominant,EC,3,4
1,2,1,18,EC_sub,submissive,EC,1,2
0,1,2,18,EC_dom,dominant,EC,2,1
0,1,3,19,ENC_dom,dominant,ENC,3,1
1,3,1,19,ENC_sub,submissive,ENC,1,3
0,5,2,19,ENC_dom,dominant,ENC,2,5
1,2,5,19,ENC_sub,submissive,ENC,5,2
0,4,6,19,ENC_dom,dominant,ENC,6,4
1,6,4,19,ENC_sub,submissive,ENC,4,6
0,1,4,20,HNC_dom,dominant,HNC,4,1
1,4,1,20,HNC_sub,submissive,HNC,1,4
0,6,2,20,HNC_dom,dominant,HNC,2,6
1,2,6,20,HNC_sub,submissive,HNC,6,2
0,5,3,20,HNC_dom,dominant,HNC,3,5
1,3,5,20,HNC_sub,submissive,HNC,5,3
1,5,4,21,EC_sub,submissive,EC,4,5
0,4,5,21,EC_dom,dominant,EC,5,4
1,2,3,21,EC_sub,submissive,EC,3,2
0,3,2,21,EC_dom,dominant,EC,2,3
1,6,1,21,EC_sub,submissive,EC,1,6
0,1,6,21,EC_dom,dominant,EC,6,1
1,5,6,22,HNC_dom,dominant,HNC,6,5
0,6,5,22,HNC_sub,submissive,HNC,5,6
1,3,4,22,HNC_dom,dominant,HNC,4,3
0,4,3,22,HNC_sub,submissive,HNC,3,4
1,2,1,22,HNC_dom,dominant,HNC,1,2
0,1,2,22,HNC_sub,submissive,HNC,2,1
0,4,5,23,HNC_dom,dominant,HNC,5,4
1,5,4,23,HNC_sub,submissive,HNC,4,5
1,2,3,23,HNC_sub,submissive,HNC,3,2
0,3,2,23,HNC_dom,dominant,HNC,2,3
1,6,1,23,HNC_sub,submissive,HNC,1,6
0,1,6,23,HNC_dom,dominant,HNC,6,1
1,5,4,24,EC_sub,submissive,EC,4,5
1,6,3,24,EC_sub,submissive,EC,3,6
0,3,6,24,EC_dom,dominant,EC,6,3
1,2,1,24,EC_sub,submissive,EC,1,2
0,1,2,24,EC_dom,dominant,EC,2,1
0,4,5,24,EC_dom,dominant,EC,5,4
1,4,1,25,EC_sub,submissive,EC,1,4
1,3,5,25,EC_sub,submissive,EC,5,3
0,5,3,25,EC_dom,dominant,EC,3,5
1,2,6,25,EC_sub,submissive,EC,6,2
0,6,2,25,EC_dom,dominant,EC,2,6
0,1,4,25,EC_dom,dominant,EC,4,1
0,3,6,26,HNC_dom,dominant,HNC,6,3
1,2,4,26,HNC_sub,submissive,HNC,4,2
0,4,2,26,HNC_dom,dominant,HNC,2,4
1,5,1,26,HNC_sub,submissive,HNC,1,5
0,1,5,26,HNC_dom,dominant,HNC,5,1
1,6,3,26,HNC_sub,submissive,HNC,3,6
0,4,6,27,HNC_sub,submissive,HNC,6,4
1,2,5,27,HNC_dom,dominant,HNC,5,2
0,5,2,27,HNC_sub,submissive,HNC,2,5
1,3,1,27,HNC_dom,dominant,HNC,1,3
0,1,3,27,HNC_sub,submissive,HNC,3,1
1,6,4,27,HNC_dom,dominant,HNC,4,6
0,5,3,28,ENC_dom,dominant,ENC,3,5
1,2,6,28,ENC_sub,submissive,ENC,6,2
1,3,5,28,ENC_sub,submissive,ENC,5,3
0,1,4,28,ENC_dom,dominant,ENC,4,1
1,4,1,28,ENC_sub,submissive,ENC,1,4
0,6,2,28,ENC_dom,dominant,ENC,2,6
0,1,5,29,EC_sub,submissive,EC,5,1
1,2,4,29,EC_dom,dominant,EC,4,2
0,3,6,29,EC_sub,submissive,EC,6,3
1,6,3,29,EC_dom,dominant,EC,3,6
1,5,1,29,EC_dom,dominant,EC,1,5
0,4,2,29,EC_sub,submissive,EC,2,4
1,2,5,30,ENC_dom,dominant,ENC,5,2
0,5,2,30,ENC_sub,submissive,ENC,2,5
1,3,1,30,ENC_dom,dominant,ENC,1,3
0,1,3,30,ENC_sub,submissive,ENC,3,1
0,4,6,30,ENC_sub,submissive,ENC,6,4
1,6,4,30,ENC_dom,dominant,ENC,4,6
0,1,2,31,EC_dom,dominant,EC,2,1
0,3,5,31,EC_dom,dominant,EC,5,3
1,5,3,31,EC_sub,submissive,EC,3,5
0,4,6,31,EC_dom,dominant,EC,6,4
1,6,4,31,EC_sub,submissive,EC,4,6
1,2,1,31,EC_sub,submissive,EC,1,2
0,5,3,32,EC_sub,submissive,EC,3,5
1,2,6,32,EC_dom,dominant,EC,6,2
0,6,2,32,EC_sub,submissive,EC,2,6
1,4,1,32,EC_dom,dominant,EC,1,4
1,3,5,32,EC_dom,dominant,EC,5,3
0,1,4,32,EC_sub,submissive,EC,4,1
1,2,4,33,HNC_dom,dominant,HNC,4,2
1,6,3,33,HNC_dom,dominant,HNC,3,6
0,3,6,33,HNC_sub,submissive,HNC,6,3
0,4,2,33,HNC_sub,submissive,HNC,2,4
1,5,1,33,HNC_dom,dominant,HNC,1,5
0,1,5,33,HNC_sub,submissive,HNC,5,1
0,1,6,34,ENC_sub,submissive,ENC,6,1
1,2,3,34,ENC_dom,dominant,ENC,3,2
0,3,2,34,ENC_sub,submissive,ENC,2,3
1,6,1,34,ENC_dom,dominant,ENC,1,6
0,4,5,34,ENC_sub,submissive,ENC,5,4
1,5,4,34,ENC_dom,dominant,ENC,4,5
