,participant,other_participant,round_nb,all_cond,manip,trial_cond,other_player_str,participant_str
0,1,3,1,EC_sub,submissive,EC,3,1
0,5,2,1,EC_sub,submissive,EC,2,5
1,2,5,1,EC_dom,dominant,EC,5,2
0,4,6,1,EC_sub,submissive,EC,6,4
1,6,4,1,EC_dom,dominant,EC,4,6
1,3,1,1,EC_dom,dominant,EC,1,3
0,4,2,2,HNC_dom,dominant,HNC,2,4
1,2,4,2,HNC_sub,submissive,HNC,4,2
0,3,6,2,HNC_dom,dominant,HNC,6,3
1,6,3,2,HNC_sub,submissive,HNC,3,6
0,1,5,2,HNC_dom,dominant,HNC,5,1
1,5,1,2,HNC_sub,submissive,HNC,1,5
0,5,2,3,ENC_dom,dominant,ENC,2,5
1,2,5,3,ENC_sub,submissive,ENC,5,2
0,4,6,3,ENC_dom,dominant,ENC,6,4
0,1,3,3,ENC_dom,dominant,ENC,3,1
1,3,1,3,ENC_sub,submissive,ENC,1,3
1,6,4,3,ENC_sub,submissive,ENC,4,6
0,1,5,4,ENC_sub,submissive,ENC,5,1
1,5,1,4,ENC_dom,dominant,ENC,1,5
0,4,2,4,ENC_sub,submissive,ENC,2,4
1,2,4,4,ENC_dom,dominant,ENC,4,2
0,3,6,4,ENC_sub,submissive,ENC,6,3
1,6,3,4,ENC_dom,dominant,ENC,3,6
0,6,2,5,HNC_dom,dominant,HNC,2,6
1,2,6,5,HNC_sub,submissive,HNC,6,2
0,5,3,5,HNC_dom,dominant,HNC,3,5
1,3,5,5,HNC_sub,submissive,HNC,5,3
1,4,1,5,HNC_sub,submissive,HNC,1,4
0,1,4,5,HNC_dom,dominant,HNC,4,1
0,4,2,6,ENC_dom,dominant,ENC,2,4
1,2,4,6,ENC_sub,submissive,ENC,4,2
0,3,6,6,ENC_dom,dominant,ENC,6,3
1,6,3,6,ENC_sub,submissive,ENC,3,6
1,5,1,6,ENC_sub,submissive,ENC,1,5
0,1,5,6,ENC_dom,dominant,ENC,5,1
0,1,2,7,EC_dom,dominant,EC,2,1
1,2,1,7,EC_sub,submissive,EC,1,2
0,4,3,7,EC_dom,dominant,EC,3,4
1,3,4,7,EC_sub,submissive,EC,4,3
1,5,6,7,EC_sub,submissive,EC,6,5
0,6,5,7,EC_dom,dominant,EC,5,6
1,5,1,8,EC_dom,dominant,EC,1,5
0,4,6,8,EC_sub,submissive,EC,6,4
1,6,4,8,EC_dom,dominant,EC,4,6
0,1,5,8,EC_sub,submissive,EC,5,1
1,2,3,8,EC_dom,dominant,EC,3,2
0,3,2,8,EC_sub,submissive,EC,2,3
1,5,4,9,HNC_sub,submissive,HNC,4,5
0,4,5,9,HNC_dom,dominant,HNC,5,4
1,2,3,9,HNC_sub,submissive,HNC,3,2
1,6,1,9,HNC_sub,submissive,HNC,1,6
0,1,6,9,HNC_dom,dominant,HNC,6,1
0,3,2,9,HNC_dom,dominant,HNC,2,3
0,5,3,10,EC_sub,submissive,EC,3,5
1,4,1,10,EC_dom,dominant,EC,1,4
1,2,6,10,EC_dom,dominant,EC,6,2
1,3,5,10,EC_dom,dominant,EC,5,3
0,1,4,10,EC_sub,submissive,EC,4,1
0,6,2,10,EC_sub,submissive,EC,2,6
0,3,2,11,ENC_sub,submissive,ENC,2,3
0,1,6,11,ENC_sub,submissive,ENC,6,1
