,participant,other_participant,round_nb,all_cond,manip,trial_cond,other_player_str,participant_str
1,6,4,1,EC_dom,dominant,EC,4,6
1,2,5,1,EC_dom,dominant,EC,5,2
0,5,2,1,EC_sub,submissive,EC,2,5
1,3,1,1,EC_dom,dominant,EC,1,3
0,1,3,1,EC_sub,submissive,EC,3,1
0,4,6,1,EC_sub,submissive,EC,6,4
1,6,1,2,EC_sub,submissive,EC,1,6
0,3,2,2,EC_dom,dominant,EC,2,3
1,2,3,2,EC_sub,submissive,EC,3,2
0,4,5,2,EC_dom,dominant,EC,5,4
0,1,6,2,EC_dom,dominant,EC,6,1
1,5,4,2,EC_sub,submissive,EC,4,5
1,6,4,3,ENC_dom,dominant,ENC,4,6
1,2,5,3,ENC_dom,dominant,ENC,5,2
0,5,2,3,ENC_sub,submissive,ENC,2,5
1,3,1,3,ENC_dom,dominant,ENC,1,3
0,1,3,3,ENC_sub,submissive,ENC,3,1
0,4,6,3,ENC_sub,submissive,ENC,6,4
1,5,1,4,EC_sub,submissive,EC,1,5
0,4,2,4,EC_dom,dominant,EC,2,4
1,2,4,4,EC_sub,submissive,EC,4,2
0,3,6,4,EC_dom,dominant,EC,6,3
0,1,5,4,EC_dom,dominant,EC,5,1
1,6,3,4,EC_sub,submissive,EC,3,6
0,1,3,5,EC_dom,dominant,EC,3,1
1,2,5,5,EC_sub,submissive,EC,5,2
0,5,2,5,EC_dom,dominant,EC,2,5
1,3,1,5,EC_sub,submissive,EC,1,3
0,4,6,5,EC_dom,dominant,EC,6,4
1,6,4,5,EC_sub,submissive,EC,4,6
0,1,4,6,EC_sub,submissive,EC,4,1
1,4,1,6,EC_dom,dominant,EC,1,4
1,3,5,6,EC_dom,dominant,EC,5,3
0,5,3,6,EC_sub,submissive,EC,3,5
0,6,2,6,EC_sub,submissive,EC,2,6
1,2,6,6,EC_dom,dominant,EC,6,2
1,5,6,7,EC_dom,dominant,EC,6,5
0,6,5,7,EC_sub,submissive,EC,5,6
1,3,4,7,EC_dom,dominant,EC,4,3
0,4,3,7,EC_sub,submissive,EC,3,4
1,2,1,7,EC_dom,dominant,EC,1,2
0,1,2,7,EC_sub,submissive,EC,2,1
1,3,5,8,ENC_sub,submissive,ENC,5,3
0,5,3,8,ENC_dom,dominant,ENC,3,5
1,2,6,8,ENC_sub,submissive,ENC,6,2
1,4,1,8,ENC_sub,submissive,ENC,1,4
0,1,4,8,ENC_dom,dominant,ENC,4,1
0,6,2,8,ENC_dom,dominant,ENC,2,6
1,5,6,9,EC_sub,submissive,EC,6,5
0,6,5,9,EC_dom,dominant,EC,5,6
1,3,4,9,EC_sub,submissive,EC,4,3
0,4,3,9,EC_dom,dominant,EC,3,4
1,2,1,9,EC_sub,submissive,EC,1,2
0,1,2,9,EC_dom,dominant,EC,2,1
1,2,5,10,HNC_sub,submissive,HNC,5,2
0,5,2,10,HNC_dom,dominant,HNC,2,5
0,4,6,10,HNC_dom,dominant,HNC,6,4
1,6,4,10,HNC_sub,submissive,HNC,4,6
0,1,3,10,HNC_dom,dominant,HNC,3,1
1,3,1,10,HNC_sub,submissive,HNC,1,3
0,1,2,11,HNC_sub,submissive,HNC,2,1
1,2,1,11,HNC_dom,dominant,HNC,1,2
0,4,3,11,HNC_sub,submissive,HNC,3,4
1,3,4,11,HNC_dom,dominant,HNC,4,3
0,6,5,11,HNC_sub,submissive,HNC,5,6
1,5,6,11,HNC_dom,dominant,HNC,6,5
0,1,5,12,ENC_sub,submissive,ENC,5,1
1,5,1,12,ENC_dom,dominant,ENC,1,5
1,2,4,12,ENC_dom,dominant,ENC,4,2
0,3,6,12,ENC_sub,submissive,ENC,6,3
0,4,2,12,ENC_sub,submissive,ENC,2,4
1,6,3,12,ENC_dom,dominant,ENC,3,6
1,3,5,13,EC_sub,submissive,EC,5,3
1,4,1,13,EC_sub,submissive,EC,1,4
0,1,4,13,EC_dom,dominant,EC,4,1
1,2,6,13,EC_sub,submissive,EC,6,2
0,5,3,13,EC_dom,dominant,EC,3,5
0,6,2,13,EC_dom,dominant,EC,2,6
1,6,3,14,HNC_sub,submissive,HNC,3,6
0,3,6,14,HNC_dom,dominant,HNC,6,3
0,4,2,14,HNC_dom,dominant,HNC,2,4
1,5,1,14,HNC_sub,submissive,HNC,1,5
0,1,5,14,HNC_dom,dominant,HNC,5,1
1,2,4,14,HNC_sub,submissive,HNC,4,2
0,1,2,15,EC_dom,dominant,EC,2,1
0,4,6,15,EC_dom,dominant,EC,6,4
1,2,1,15,EC_sub,submissive,EC,1,2
0,3,5,15,EC_dom,dominant,EC,5,3
1,5,3,15,EC_sub,submissive,EC,3,5
1,6,4,15,EC_sub,submissive,EC,4,6
1,3,5,16,HNC_dom,dominant,HNC,5,3
0,1,4,16,HNC_sub,submissive,HNC,4,1
1,4,1,16,HNC_dom,dominant,HNC,1,4
0,6,2,16,HNC_sub,submissive,HNC,2,6
1,2,6,16,HNC_dom,dominant,HNC,6,2
