,participant,other_participant,round_nb,all_cond,manip,trial_cond,other_player_str,participant_str
1,3,5,1,ENC_dom,dominant,ENC,5,3
0,5,3,1,ENC_sub,submissive,ENC,3,5
1,2,6,1,ENC_dom,dominant,ENC,6,2
0,6,2,1,ENC_sub,submissive,ENC,2,6
1,4,1,1,ENC_dom,dominant,ENC,1,4
0,1,4,1,ENC_sub,submissive,ENC,4,1
0,1,6,2,EC_sub,submissive,EC,6,1
1,5,4,2,EC_dom,dominant,EC,4,5
0,4,5,2,EC_sub,submissive,EC,5,4
1,6,1,2,EC_dom,dominant,EC,1,6
0,3,2,2,EC_sub,submissive,EC,2,3
1,2,3,2,EC_dom,dominant,EC,3,2
1,6,3,3,ENC_sub,submissive,ENC,3,6
0,3,6,3,ENC_dom,dominant,ENC,6,3
1,2,4,3,ENC_sub,submissive,ENC,4,2
0,4,2,3,ENC_dom,dominant,ENC,2,4
1,5,1,3,ENC_sub,submissive,ENC,1,5
0,1,5,3,ENC_dom,dominant,ENC,5,1
1,2,5,4,ENC_dom,dominant,ENC,5,2
0,4,6,4,ENC_sub,submissive,ENC,6,4
1,6,4,4,ENC_dom,dominant,ENC,4,6
0,5,2,4,ENC_sub,submissive,ENC,2,5
1,3,1,4,ENC_dom,dominant,ENC,1,3
0,1,3,4,ENC_sub,submissive,ENC,3,1
1,5,6,5,EC_dom,dominant,EC,6,5
0,6,5,5,EC_sub,submissive,EC,5,6
1,3,4,5,EC_dom,dominant,EC,4,3
0,4,3,5,EC_sub,submissive,EC,3,4
1,2,1,5,EC_dom,dominant,EC,1,2
0,1,2,5,EC_sub,submissive,EC,2,1
0,1,3,6,EC_sub,submissive,EC,3,1
1,2,5,6,EC_dom,dominant,EC,5,2
0,4,6,6,EC_sub,submissive,EC,6,4
0,5,2,6,EC_sub,submissive,EC,2,5
1,6,4,6,EC_dom,dominant,EC,4,6
1,3,1,6,EC_dom,dominant,EC,1,3
1,5,4,7,ENC_dom,dominant,ENC,4,5
0,1,6,7,ENC_sub,submissive,ENC,6,1
1,6,1,7,ENC_dom,dominant,ENC,1,6
0,3,2,7,ENC_sub,submissive,ENC,2,3
1,2,3,7,ENC_dom,dominant,ENC,3,2
0,4,5,7,ENC_sub,submissive,ENC,5,4
1,2,4,8,EC_sub,submissive,EC,4,2
0,3,6,8,EC_dom,dominant,EC,6,3
1,5,1,8,EC_sub,submissive,EC,1,5
